,wrapperType,artistId,collectionId,artistName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,copyright,kind,trackId,collectionName,trackName,collectionCensoredName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,shortDescription,longDescription,hasITunesExtras,collectionArtistName,amgArtistId
60,track,136975.0,1441133100.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/while-my-guitar-gently-weeps/1441133100?i=1441133281&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f1/ba/cb/f1bacbb0-39ee-d89b-0716-3f190e3138b6/mzaf_6451869068951649876.plus.aac.p.m4a,,,song,1441133281.0,The Beatles 1967-1970 (The Blue Album),While My Guitar Gently Weeps,The Beatles 1967-1970 (The Blue Album),While My Guitar Gently Weeps,https://music.apple.com/us/album/while-my-guitar-gently-weeps/1441133100?i=1441133281&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,2.0,286840.0,True,,,,,,,,,,,,
61,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/mother-natures-son/1441133180?i=1441134096&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/e8/bf/2c/e8bf2c13-cb16-64e3-8bf9-2234f28680c6/mzaf_953963743998028516.plus.aac.p.m4a,,,song,1441134096.0,The Beatles (The White Album),Mother Nature's Son,The Beatles (The White Album),Mother Nature's Son,https://music.apple.com/us/album/mother-natures-son/1441133180?i=1441134096&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,2.0,3.0,168027.0,True,,,,,,,,,,,,
62,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/revolution-1/1441133180?i=1441134376&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bc/70/d3/bc70d39d-60f9-8957-fa1b-820c6e268584/mzaf_6152385202399959333.plus.aac.p.m4a,,,song,1441134376.0,The Beatles (The White Album),Revolution 1,The Beatles (The White Album),Revolution 1,https://music.apple.com/us/album/revolution-1/1441133180?i=1441134376&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,2.0,8.0,255707.0,True,,,,,,,,,,,,
63,track,136975.0,1441133100.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-ballad-of-john-and-yoko/1441133100?i=1441133287&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1969-05-30T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/b6/de/7e/b6de7e27-9ec7-139c-aab9-45e084d7d697/mzaf_1265711777045391444.plus.aac.p.m4a,,,song,1441133287.0,The Beatles 1967-1970 (The Blue Album),The Ballad of John and Yoko,The Beatles 1967-1970 (The Blue Album),The Ballad of John and Yoko,https://music.apple.com/us/album/the-ballad-of-john-and-yoko/1441133100?i=1441133287&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,6.0,181067.0,True,,,,,,,,,,,,
64,track,136975.0,1441133100.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/old-brown-shoe/1441133100?i=1441133288&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1969-05-30T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/86/94/9a/86949a85-4caf-e012-f9b0-c851cad8bcca/mzaf_1104317467503638870.plus.aac.p.m4a,,,song,1441133288.0,The Beatles 1967-1970 (The Blue Album),Old Brown Shoe,The Beatles 1967-1970 (The Blue Album),Old Brown Shoe,https://music.apple.com/us/album/old-brown-shoe/1441133100?i=1441133288&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,7.0,201133.0,True,,,,,,,,,,,,
65,track,136975.0,1441133100.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-fool-on-the-hill/1441133100?i=1441133274&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1967-11-27T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/80/0d/3d/800d3d65-69a2-24d3-0689-bc1b95f50311/mzaf_9693786231053034226.plus.aac.p.m4a,,,song,1441133274.0,The Beatles 1967-1970 (The Blue Album),The Fool On the Hill,The Beatles 1967-1970 (The Blue Album),The Fool On the Hill,https://music.apple.com/us/album/the-fool-on-the-hill/1441133100?i=1441133274&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,10.0,180253.0,True,,,,,,,,,,,,
66,track,136975.0,1441133100.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/lady-madonna/1441133100?i=1441133276&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1968-03-15T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/5b/25/b0/5b25b0e2-baeb-ba8a-a42e-f0d41dd17875/mzaf_11865148850537076230.plus.aac.p.m4a,,,song,1441133276.0,The Beatles 1967-1970 (The Blue Album),Lady Madonna,The Beatles 1967-1970 (The Blue Album),Lady Madonna,https://music.apple.com/us/album/lady-madonna/1441133100?i=1441133276&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,12.0,138987.0,True,,,,,,,,,,,,
67,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/everybodys-got-something-to-hide-except-me-and-my-monkey/1441133180?i=1441134192&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/35/21/4f/35214f7d-ba15-e9d1-02c0-d342e3c1a242/mzaf_8771911246254417231.plus.aac.p.m4a,,,song,1441134192.0,The Beatles (The White Album),Everybody's Got Something to Hide Except Me and My Monkey,The Beatles (The White Album),Everybody's Got Something to Hide Except Me and My Monkey,https://music.apple.com/us/album/everybodys-got-something-to-hide-except-me-and-my-monkey/1441133180?i=1441134192&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,2.0,4.0,144773.0,True,,,,,,,,,,,,
68,track,136975.0,1441133100.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/sgt-peppers-lonely-hearts-club-band/1441133100?i=1441133109&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1967-06-01T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5c/18/bd/5c18bde8-893e-b65b-dcf9-e850ca3c4881/mzaf_6082535663562812127.plus.aac.p.m4a,,,song,1441133109.0,The Beatles 1967-1970 (The Blue Album),Sgt. Pepper's Lonely Hearts Club Band,The Beatles 1967-1970 (The Blue Album),Sgt. Pepper's Lonely Hearts Club Band,https://music.apple.com/us/album/sgt-peppers-lonely-hearts-club-band/1441133100?i=1441133109&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,3.0,122133.0,True,,,,,,,,,,,,
69,track,315816847.0,696884325.0,Glee Cast,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/hey-jude-glee-cast-version/696884325?i=696885746&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f3/63/e3/f363e328-9714-624a-4549-4f39fe86f173/mzaf_17097779422509976075.plus.aac.p.m4a,,,song,696885746.0,Glee Sings the Beatles,Hey Jude (Glee Cast Version),Glee Sings the Beatles,Hey Jude (Glee Cast Version),https://music.apple.com/us/album/hey-jude-glee-cast-version/696884325?i=696885746&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,13.0,291320.0,True,,,,,,,,,,,,
70,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/wild-honey-pie/1441133180?i=1441133624&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9d/7a/e9/9d7ae9f8-5ad1-2511-53c7-85eeb1378273/mzaf_17368987444761316535.plus.aac.p.m4a,,,song,1441133624.0,The Beatles (The White Album),Wild Honey Pie,The Beatles (The White Album),Wild Honey Pie,https://music.apple.com/us/album/wild-honey-pie/1441133180?i=1441133624&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,5.0,52973.0,True,,,,,,,,,,,,
71,track,136975.0,1441133100.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/magical-mystery-tour/1441133100?i=1441133275&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1967-11-27T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4c/3d/78/4c3d78fb-32fc-aba1-5550-1bc2be1eb7b0/mzaf_9629038303491282756.plus.aac.p.m4a,,,song,1441133275.0,The Beatles 1967-1970 (The Blue Album),Magical Mystery Tour,The Beatles 1967-1970 (The Blue Album),Magical Mystery Tour,https://music.apple.com/us/album/magical-mystery-tour/1441133100?i=1441133275&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,11.0,169133.0,True,,,,,,,,,,,,
72,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/all-my-loving/1441132965?i=1441133350&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1963-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/70/86/41/70864181-d020-eba9-2625-c023e34ae4c4/mzaf_9663056365358081894.plus.aac.p.m4a,,,song,1441133350.0,The Beatles 1962-1966 (The Red Album),All My Loving,The Beatles 1962-1966 (The Red Album),All My Loving,https://music.apple.com/us/album/all-my-loving/1441132965?i=1441133350&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,6.0,129227.0,True,,,,,,,,,,,,
73,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/and-i-love-her/1441132965?i=1441133484&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1964-07-10T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d2/12/3d/d2123d69-61bb-c0de-0ea6-e663f1b912f3/mzaf_17953255839789206410.plus.aac.p.m4a,,,song,1441133484.0,The Beatles 1962-1966 (The Red Album),And I Love Her,The Beatles 1962-1966 (The Red Album),And I Love Her,https://music.apple.com/us/album/and-i-love-her/1441132965?i=1441133484&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,9.0,151413.0,True,,,,,,,,,,,,
74,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/happiness-is-a-warm-gun/1441133180?i=1441133681&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/15/e6/ee/15e6eec1-f108-e81c-23b5-266c678a584e/mzaf_9789711783485346692.plus.aac.p.m4a,,,song,1441133681.0,The Beatles (The White Album),Happiness Is a Warm Gun,The Beatles (The White Album),Happiness Is a Warm Gun,https://music.apple.com/us/album/happiness-is-a-warm-gun/1441133180?i=1441133681&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,8.0,164547.0,True,,,,,,,,,,,,
75,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/julia/1441133180?i=1441133915&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/af/b1/a6/afb1a6db-9fbf-849b-8429-ad6bb92e92de/mzaf_14380737951102381133.plus.aac.p.m4a,,,song,1441133915.0,The Beatles (The White Album),Julia,The Beatles (The White Album),Julia,https://music.apple.com/us/album/julia/1441133180?i=1441133915&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,17.0,174672.0,True,,,,,,,,,,,,
76,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/glass-onion/1441133180?i=1441133436&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/49/09/d4/4909d493-2f18-58cd-4745-97aef5d43de4/mzaf_11905904210435959857.plus.aac.p.m4a,,,song,1441133436.0,The Beatles (The White Album),Glass Onion,The Beatles (The White Album),Glass Onion,https://music.apple.com/us/album/glass-onion/1441133180?i=1441133436&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,3.0,137840.0,True,,,,,,,,,,,,
77,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/im-so-tired/1441133180?i=1441133702&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/51/01/5f/51015f55-d5bb-c94e-0a05-acf3fedf9318/mzaf_6063975442138047837.plus.aac.p.m4a,,,song,1441133702.0,The Beatles (The White Album),I'm So Tired,The Beatles (The White Album),I'm So Tired,https://music.apple.com/us/album/im-so-tired/1441133180?i=1441133702&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,10.0,123493.0,True,,,,,,,,,,,,
78,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/martha-my-dear/1441133180?i=1441133690&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/61/bd/35/61bd35fa-c4fa-9dc1-99cc-028e55d45cee/mzaf_3204957169827302601.plus.aac.p.m4a,,,song,1441133690.0,The Beatles (The White Album),Martha My Dear,The Beatles (The White Album),Martha My Dear,https://music.apple.com/us/album/martha-my-dear/1441133180?i=1441133690&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,9.0,148573.0,True,,,,,,,,,,,,
79,track,136975.0,1441133180.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/good-night/1441133180?i=1441134487&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/de/5d/4c/de5d4cdb-eaba-49c2-6a65-b15cc08c28c2/mzaf_16739924912968352863.plus.aac.p.m4a,,,song,1441134487.0,The Beatles (The White Album),Good Night,The Beatles (The White Album),Good Night,https://music.apple.com/us/album/good-night/1441133180?i=1441134487&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,2.0,13.0,191761.0,True,,,,,,,,,,,,
80,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/paperback-writer/1441132965?i=1441134120&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1966-05-30T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/78/42/2f/78422f67-e339-7c12-c133-8202d0ac74db/mzaf_14074895373127709894.plus.aac.p.m4a,,,song,1441134120.0,The Beatles 1962-1966 (The Red Album),Paperback Writer,The Beatles 1962-1966 (The Red Album),Paperback Writer,https://music.apple.com/us/album/paperback-writer/1441132965?i=1441134120&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,11.0,139187.0,True,,,,,,,,,,,,
